,original_text,NDB_ID,Description
42.0,2 cups cake flour,"""20084""","wheat flour, white, cake, enriched"
43.0,1 teaspoon baking soda,"""18372""","leavening agents, baking soda"
44.0,1 teaspoon ground ginger,"""02021""","spices, ginger, ground"
45.0,1/4 teaspoon fine salt,"""02047""","salt, table"
46.0,1 cup canned pure pumpkin puree,"""11424""","pumpkin, canned, without salt"
47.0,1/4 cup reduced-fat buttermilk,"""01230""","milk, buttermilk, fluid, whole"
48.0,1 teaspoon pure vanilla extract,"""02050""",vanilla extract
49.0,4 tablespoons unsalted butter at room temperature,"""01145""","butter, without salt"
50.0,1 packed cup light brown sugar,"""19334""","sugars, brown"
51.0,2 large eggs at room temperature,"""01123""","egg, whole, raw, fresh"
52.0,1/4 cup finely chopped crystallized ginger,"""11216""","ginger root, raw"
53.0,Confectioners sugar optional,"""19336""","sugars, powdered"
0.0,1/4 cup coarse-grain mustard,"""02046""","mustard, prepared, yellow"
1.0,3/4 teaspoon dry mustard,"""02024""","spices, mustard seed, ground"
2.0,2 1/4 teaspoons packed dark brown sugar,"""19334""","sugars, brown"
3.0,3/4 teaspoon coarsely ground black pepper,"""02030""","spices, pepper, black"
4.0,1/2 teaspoon finely grated fresh lemon zest,"""09156""","lemon peel, raw"
5.0,1 (1-lb) trimmed beef tenderloin roast tied,"""13925""","beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted"
6.0,1 tablespoon vegetable oil,"""04513""","vegetable oil, palm kernel"
7.0,1 small red onion (1/4 lb) thinly sliced,"""11282""","onions, raw"
8.0,1/2 lb wax or green beans cut diagonally into 2-inch pieces,"""11052""","beans, snap, green, raw"
9.0,4 oz baby arugula (4 cups),"""11959""","arugula, raw"
10.0,1 1/2 tablespoons balsamic vinegar,"""02069""","vinegar, balsamic"
11.0,1 tablespoon fresh lemon juice,"""09152""","lemon juice, raw"
12.0,1/4 teaspoon Dijon mustard,"""02046""","mustard, prepared, yellow"
13.0,1/4 cup olive oil,"""04053""","oil, olive, salad or cooking"
14.0,2 1/3 cups water,"""14411""","beverages, water, tap, drinking"
15.0,1/2 cup sugar,"""19335""","sugars, granulated"
16.0,1/3 cup dried cranberries,"""09079""","cranberries, dried, sweetened (includes foods for usda's food distribution program)"
17.0,1/3 cup dried apricots chopped,"""09032""","apricots, dried, sulfured, uncooked"
18.0,1/3 cup dried cherries chopped,"""09044""","cherries, tart, dried, sweetened (includes foods for usda's food distribution program)"
19.0,2 1/2 cups (about 1 pound) couscous,"""20028""","couscous, dry"
20.0,1/2 cup coarsely chopped toasted slivered almonds,"""12061""","nuts, almonds"
21.0,1/4 cup extra-virgin olive oil if desired,"""04053""","oil, olive, salad or cooking"
22.0,6 ounces sliced provolone cheese,"""01035""","cheese, provolone"
23.0,5 ounces very thinly sliced sopresatta,"""07071""","salami, dry or hard, pork"
24.0,5 ounces very thinly sliced salami,"""07071""","salami, dry or hard, pork"
25.0,1/2 cup fresh basil leaves,"""02044""","basil, fresh"
26.0,5 ounces very thinly sliced prosciutto,"""10860""","pork, cured, bacon, cooked, baked"
27.0,6 ounces sliced mozzarella cheese,"""01026""","cheese, mozzarella, whole milk"
28.0,3 cups 1-inch pieces iceberg lettuce,"""11252""","lettuce, iceberg (includes crisphead types), raw"
29.0,3 cups 1-inch pieces romaine lettuce,"""11251""","lettuce, cos or romaine, raw"
30.0,2 cups 1/4-inch julienned strips radicchio,"""11952""","radicchio, raw"
31.0,1 cup 1/4-inch julienned strips endive,"""11213""","endive, raw"
32.0,1/2 cup pepperoncini cut in thirds,"""31034""","peppers, hot pickled, canned"
33.0,1/2 cup peppadews quartered,"""31034""","peppers, hot pickled, canned"
34.0,1/2 cup black olives quartered,"""09194""","olives, ripe, canned (jumbo-super colossal)"
35.0,1/3 cup balsamic vinegar,"""02069""","vinegar, balsamic"
36.0,1 teaspoon finely chopped fresh oregano leaves,"""02027""","spices, oregano, dried"
37.0,2 teaspoons finely chopped fresh parsley leaves,"""11297""","parsley, fresh"
38.0,1 teaspoon finely chopped fresh thyme leaves,"""02049""","thyme, fresh"
39.0,1 teaspoon finely minced garlic,"""11215""","garlic, raw"
40.0,1/4 teaspoon salt,"""02047""","salt, table"
41.0,1/2 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
42.0,3/4 cup extra-virgin olive oil,"""04053""","oil, olive, salad or cooking"
43.0,3 tablespoons grated Parmesan,"""01033""","cheese, parmesan, hard"
44.0,1 large firm eggplant,"""11209""","eggplant, raw"
45.0,3 large eggs,"""01123""","egg, whole, raw, fresh"
46.0,Salt and freshly ground black pepper,"""02030""","spices, pepper, black"
47.0,4 cups Italian seasoned bread crumbs,"""18376""","bread, crumbs, dry, grated, seasoned"
48.0,1/2 cup olive oil approximately,"""04053""","oil, olive, salad or cooking"
49.0,6 Italian style hoagie rolls warmed in a preheated 350 degree F oven for 5 minutes before serving,"""18350""","rolls, hamburger or hotdog, plain"
50.0,1 cup part-skim Mozzarella shredded,"""01026""","cheese, mozzarella, whole milk"
51.0,2 cups prepared marinara sauce warm,"""06931""","sauce, pasta, spaghetti/marinara, ready-to-serve"
52.0,1 envelope active dry yeast,"""18375""","leavening agents, yeast, baker's, active dry"
53.0,1 1/2 teaspoons sugar,"""19335""","sugars, granulated"
54.0,1 cup lukewarm whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
55.0,2 1/4 cups all-purpose flour plus more for dusting work surface,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
56.0,1 tablespoon extra-virgin olive oil,"""04053""","oil, olive, salad or cooking"
57.0,3/4 teaspoon salt preferably gray salt,"""02047""","salt, table"
58.0,1 tablespoon extra virgin olive oil,"""04053""","oil, olive, salad or cooking"
59.0,3/4 cup diced pancetta or bacon (about 1/4 pound cut in 1/2-inch dice),"""10123""","pork, cured, bacon, unprepared"
60.0,1 1/2 cups peeled and diced new or russet potatoes (about 1/2 pound cut in 1/2-inch dice),"""11353""","potatoes, russet, flesh and skin, raw (includes foods for usda's food distribution program)"
61.0,2 teaspoons finely chopped fresh rosemary leaves,"""02063""","rosemary, fresh"
62.0,Gray salt and freshly ground black pepper,"""02030""","spices, pepper, black"
63.0,1 teaspoon freshly grated lemon zest,"""09156""","lemon peel, raw"
64.0,2 tablespoons extra-virgin olive oil to coat the baking sheet and the dough,"""04053""","oil, olive, salad or cooking"
0.0,2 pounds boiling potatoes,"""11352""","potatoes, flesh and skin, raw"
1.0,5 tablespoons unsalted butter melted,"""01145""","butter, without salt"
2.0,1/2 cup reduced-sodium chicken broth,"""06172""","soup, stock, chicken, home-prepared"
3.0,Equipment: an adjustable-blade slicer,"""23263""","beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw"
4.0,1 tablespoon salt,"""02047""","salt, table"
5.0,1 pound dried black beans rinsed and checked for stones or impurities,"""16014""","beans, black, mature seeds, raw"
6.0,1 tablespoon vegetable oil,"""04513""","vegetable oil, palm kernel"
7.0,1 onion small dice,"""11282""","onions, raw"
8.0,3 cups rice,"""20051""","rice, white, medium-grain, enriched, cooked"
9.0,1 (8-ounce) bag frozen okra defrosted,"""11463""","spinach, frozen, chopped or leaf, unprepared (includes foods for usda's food distribution program)"
10.0,5 fresh tomatoes cut into wedges,"""11529""","tomatoes, red, ripe, raw, year round average"
11.0,Cured Cobia:,"""15005""","fish, bluefish, raw"
12.0,1 large fillet fresh cobia skin removed,"""15062""","fish, pike, northern, raw"
13.0,2 cups salt,"""02047""","salt, table"
14.0,1 cup sugar,"""19335""","sugars, granulated"
15.0,Zest and juice of 3 lemons plus more juice for drizzling,"""09152""","lemon juice, raw"
16.0,Zest and juice of 3 limes,"""09160""","lime juice, raw"
17.0,Zest and juice of 3 oranges,"""09206""","orange juice, raw (includes foods for usda's food distribution program)"
18.0,Toasted Pine Nut Relish:,"""12147""","nuts, pine nuts, dried"
19.0,1/2 cup pine nuts,"""12147""","nuts, pine nuts, dried"
20.0,1/2 cup golden raisins,"""09297""","raisins, golden, seedless"
21.0,1/4 cup capers,"""02054""","capers, canned"
22.0,Extra-virgin olive oil plus more for drizzling,"""04053""","oil, olive, salad or cooking"
23.0,Grated bottarga (dried silver mullet roe) for garnish optional,"""15072""","fish, roe, mixed species, raw"
24.0,Salt and freshly ground pepper optional,"""02030""","spices, pepper, black"
25.0,Olive oil (for pan),"""04053""","oil, olive, salad or cooking"
26.0,"5 1/2 pounds sweet potatoes peeled cut into 1 1/2"""" pieces","""11507""","sweet potato, raw, unprepared (includes foods for usda's food distribution program)"
27.0,2 teaspoons kosher salt divided plus more,"""02047""","salt, table"
28.0,1 1/4 cups pure maple syrup divided,"""19353""","syrups, maple"
29.0,2 cups pecan halves (about 7 ounces),"""12142""","nuts, pecans"
30.0,1 1/2 teaspoons freshly ground black pepper divided,"""02030""","spices, pepper, black"
31.0,1 pound cooked and flaked salmon,"""15238""","fish, salmon, coho, farmed, raw"
32.0,3 ounces chopped fresh flat-leaf parsley,"""11297""","parsley, fresh"
33.0,1/2 cup finely chopped celery,"""11143""","celery, raw"
34.0,2 tablespoons fine breadcrumbs,"""18069""","bread, white, commercially prepared (includes soft bread crumbs)"
35.0,1 tablespoon olive oil,"""04053""","oil, olive, salad or cooking"
36.0,1/2 teaspoon sea salt,"""02047""","salt, table"
37.0,1/2 teaspoon pepper,"""02030""","spices, pepper, black"
38.0,4 sprigs dill chopped,"""02045""","dill weed, fresh"
39.0,4 cloves garlic finely chopped,"""11215""","garlic, raw"
40.0,1/2 small onion finely chopped,"""11282""","onions, raw"
41.0,1/2 cup fine breadcrumbs,"""18069""","bread, white, commercially prepared (includes soft bread crumbs)"
42.0,1/2 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
43.0,Pinch chopped fresh parsley,"""11297""","parsley, fresh"
44.0,1 cup Greek yogurt,"""01287""","yogurt, greek, plain, lowfat"
45.0,1/2 teaspoon sea salt,"""02047""","salt, table"
46.0,1/2 fresh lemon,"""09150""","lemons, raw, without peel"
47.0,1 sprig dill chopped,"""02045""","dill weed, fresh"
0.0,1 1/2 pounds ground turkey,"""05665""","turkey, ground, 93% lean, 7% fat, raw"
1.0,Olive oil,"""04053""","oil, olive, salad or cooking"
2.0,Salt and freshly ground pepper,"""02047""","salt, table"
3.0,8 (1/4-inch thick) slices good quality rye bread,"""28318""","bread, french or vienna, whole wheat"
4.0,8 (1/4-inch thick) slices Gruyere,"""01023""","cheese, gruyere"
5.0,Grilled Onion Relish recipe follows,"""11282""","onions, raw"
6.0,2 red onions peeled and sliced into 1/4-inch thick slices,"""11282""","onions, raw"
7.0,Olive oil,"""04053""","oil, olive, salad or cooking"
8.0,1/4 cup balsamic vinegar,"""02069""","vinegar, balsamic"
9.0,1 tablespoon Dijon mustard,"""02046""","mustard, prepared, yellow"
10.0,Salt and freshly ground pepper,"""02030""","spices, pepper, black"
11.0,1 tablespoon finely chopped fresh thyme leaves,"""02049""","thyme, fresh"
12.0,four 3/4-inch- (2-cm-) thick slices peasant bread,"""18033""","bread, italian"
13.0,1/3 cup (80 ml) olive oil,"""04053""","oil, olive, salad or cooking"
14.0,3 medium cloves garlicsmashed peeled and sliced,"""11215""","garlic, raw"
15.0,1 medium onion very finely chopped,"""11282""","onions, raw"
16.0,14 large basil leaves washed well and cut across into narrow strips,"""02044""","basil, fresh"
17.0,1 3/4 pounds (790 g) plum tomatoes peeled and cut into 1/4-inch (.5-cm) dice,"""11529""","tomatoes, red, ripe, raw, year round average"
18.0,4 cups (1 liter) chicken stock [for a vegetarian soup use Garlic Broth ],"""06172""","soup, stock, chicken, home-prepared"
19.0,2 teaspoons coarse salt or less if using commercial broth,"""02047""","salt, table"
20.0,freshly ground black pepper to taste,"""02030""","spices, pepper, black"
21.0,good olive oil for serving,"""04053""","oil, olive, salad or cooking"
22.0,1 teaspoon mustard,"""02046""","mustard, prepared, yellow"
23.0,2 teaspoon balsamic vinegar,"""02069""","vinegar, balsamic"
24.0,1 teaspoon soy sauce,"""16124""",soy sauce made from soy (tamari)
25.0,1 teaspoon honey,"""19296""",honey
26.0,Salt and pepper,"""02047""","salt, table"
27.0,1/2 cup olive oil,"""44005""","oil, corn, peanut, and olive"
28.0,1/4 cup vegetable oil,"""04513""","vegetable oil, palm kernel"
29.0,1 papaya,"""09226""","papayas, raw"
30.0,1 guava,"""09139""","guavas, common, raw"
31.0,1 Asian pear,"""09252""","pears, raw"
32.0,1 pound mesclun salad,"""11253""","lettuce, green leaf, raw"
33.0,1 log goat cheese,"""01159""","cheese, goat, soft type"
34.0,6 nopales (cactus leaves),"""11253""","lettuce, green leaf, raw"
35.0,1 onion quartered,"""11282""","onions, raw"
36.0,4 garlic cloves crushed,"""11215""","garlic, raw"
37.0,1/4 cup cider vinegar,"""02048""","vinegar, cider"
38.0,1 tablespoons dried oregano preferably Mexican,"""02027""","spices, oregano, dried"
39.0,1 tablespoon red pepper flakes,"""02031""","spices, pepper, red or cayenne"
40.0,3/4 cup extra-virgin olive oil,"""04053""","oil, olive, salad or cooking"
41.0,Fine sea salt to taste,"""02047""","salt, table"
42.0,3 plum (Roma) tomatoes cut into thin wedges,"""11529""","tomatoes, red, ripe, raw, year round average"
43.0,1/2 red onion thinly sliced,"""11282""","onions, raw"
44.0,1/2 cup chopped fresh cilantro,"""11165""","coriander (cilantro) leaves, raw"
45.0,1 avocado peeled pitted and thinly sliced,"""09038""","avocados, raw, california"
46.0,1/2 cup (2 ounces) grated queso fresco or ricotta salata cheese,"""01036""","cheese, ricotta, whole milk"
47.0,4 cups cranberry juice,"""14257""","beverages, ocean spray, light cranberry"
48.0,One 750-milliliter bottle sparkling apple juice,"""09400""","apple juice, canned or bottled, unsweetened, with added ascorbic acid"
49.0,1 orange juiced,"""09209""","orange juice, chilled, includes from concentrate"
50.0,2 cups vanilla vodka optional,"""14533""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof"
51.0,1/2 cup orange-flavored liqueur optional,"""14533""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof"
52.0,Orange wedges for garnish,"""09203""","oranges, raw, florida"
0.0,2 tablespoons extra-virgin olive oil,"""04053""","oil, olive, salad or cooking"
1.0,2 leeks (white and light green parts only) thinly sliced,"""11246""","leeks, (bulb and lower leaf-portion), raw"
2.0,3 stalks celery chopped,"""11143""","celery, raw"
3.0,3 carrots chopped,"""11124""","carrots, raw"
4.0,2 parsnips chopped,"""11298""","parsnips, raw"
5.0,4 quarts Turkey Broth recipe follows,"""06194""","soup, chicken broth, ready-to-serve"
6.0,Kosher salt,"""02047""","salt, table"
7.0,1 small head escarole chopped,"""11252""","lettuce, iceberg (includes crisphead types), raw"
8.0,2 wide strips lemon zest (removed with a vegetable peeler),"""09156""","lemon peel, raw"
9.0,3 cups chopped leftover roast turkey (skin removed),"""07944""","turkey, white, rotisserie, deli cut"
10.0,1 cup farfalline or other small pasta,"""20420""","pasta, dry, unenriched"
11.0,Juice of 1/2 lemon,"""09152""","lemon juice, raw"
12.0,1/4 cup chopped fresh dill and/or parsley (optional),"""02045""","dill weed, fresh"
13.0,1 turkey carcass (from a roasted bird),"""07944""","turkey, white, rotisserie, deli cut"
14.0,2 onions cut into chunks,"""11282""","onions, raw"
15.0,2 carrots cut into chunks,"""11124""","carrots, raw"
16.0,3 stalks celery cut into chunks,"""11143""","celery, raw"
17.0,1 bunch fresh parsley,"""11297""","parsley, fresh"
18.0,4 cloves garlic smashed (unpeeled),"""11215""","garlic, raw"
19.0,1 teaspoon black peppercorns,"""02030""","spices, pepper, black"
20.0,2 bay leaves,"""02004""","spices, bay leaf"
21.0,2 large onions,"""11282""","onions, raw"
22.0,11 garlic cloves,"""11215""","garlic, raw"
23.0,2 cinnamon sticks,"""02010""","spices, cinnamon, ground"
24.0,6 whole cloves,"""02011""","spices, cloves, ground"
25.0,1 bunch fresh thyme or 1 tablespoon dried,"""02049""","thyme, fresh"
26.0,1 gallon vegetable stock recipe above,"""06615""","soup, swanson, vegetable broth"
27.0,3 cups lentils washed and picked over,"""16069""","lentils, raw"
28.0,6 tablespoons olive oil or unsalted butter,"""04053""","oil, olive, salad or cooking"
29.0,2 ripe plantains or bananas peeled cut in half and diced,"""09040""","bananas, raw"
30.0,3 medium carrots peeled cut into quarters lengthwise and sliced in 1/2-inch pieces,"""11124""","carrots, raw"
31.0,1 tablespoon salt,"""02047""","salt, table"
32.0,1/4 teaspoon ground allspice,"""02001""","spices, allspice, ground"
33.0,1 1/2 bunches cilantro leaves and stems chopped,"""11165""","coriander (cilantro) leaves, raw"
34.0,3 tablespoons extra-virgin olive oil,"""04053""","oil, olive, salad or cooking"
35.0,4 plum tomatoes trimmed and halved crosswise,"""11529""","tomatoes, red, ripe, raw, year round average"
36.0,1 small white onion sliced into 4 rounds,"""11282""","onions, raw"
37.0,Kosher salt and freshly ground pepper,"""02047""","salt, table"
38.0,1 cup panko (Japanese breadcrumbs) or plain breadcrumbs,"""18079""","bread, crumbs, dry, grated, plain"
39.0,10 large eggs,"""01123""","egg, whole, raw, fresh"
40.0,2 tablespoons milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
41.0,4 tablespoons mixed chopped herbs (such as parsley and dill) and/or scallions,"""11297""","parsley, fresh"
42.0,4 teaspoons unsalted butter,"""01145""","butter, without salt"
43.0,4 ounces shredded gruyere or Swiss cheese (about 1 cup),"""01023""","cheese, gruyere"
44.0,2/3 cup bourbon,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
45.0,4 cups milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
46.0,1 1/4 cups sugar,"""19335""","sugars, granulated"
47.0,5 large eggs,"""01123""","egg, whole, raw, fresh"
48.0,1 1/2 teaspoons vanilla extract,"""02050""",vanilla extract
49.0,18 cups loosely packed cubes of stale bread crusts removed,"""18033""","bread, italian"
50.0,3/4 cup golden raisins,"""09297""","raisins, golden, seedless"
51.0,1 teaspoons cinnamon,"""02010""","spices, cinnamon, ground"
52.0,1/2 teaspoon nutmeg,"""02025""","spices, nutmeg, ground"
53.0,Butter,"""01001""","butter, salted"
54.0,3 tablespoons unsalted butter,"""01145""","butter, without salt"
55.0,1 teaspoons vanilla extract,"""02050""",vanilla extract
56.0,1/2 cup confectioners sugar,"""19335""","sugars, granulated"
57.0,1/2 cup bourbon,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
0.0,3 Thai chiles sliced thin,"""11819""","peppers, hot chili, red, raw"
1.0,2 tablespoons fresh cilantro leaves finely chopped,"""11165""","coriander (cilantro) leaves, raw"
2.0,1 orange zested and juiced,"""09203""","oranges, raw, florida"
3.0,2 tablespoons rice wine vinegar,"""02068""","vinegar, red wine"
4.0,1 tablespoon Mirin,"""02068""","vinegar, red wine"
5.0,Kosher salt and freshly ground black pepper to taste,"""02047""","salt, table"
6.0,2 boneless skinless chicken breast halves cut into 8 cubes,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
7.0,8 shrimp peeled deveined and tail removed,"""15270""","crustaceans, shrimp, raw"
8.0,2 tablespoons peanut oil,"""44005""","oil, corn, peanut, and olive"
9.0,5 Thai chiles sliced thin,"""11819""","peppers, hot chili, red, raw"
10.0,4 cloves garlic sliced thin,"""11215""","garlic, raw"
11.0,1/2 cup rice wine vinegar,"""02068""","vinegar, red wine"
12.0,1 1/2 cups coconut milk,"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
13.0,5 tablespoons peanut butter,"""16167""","peanut butter, smooth (includes foods for usda's food distribution program)"
14.0,Kosher salt and freshly ground black pepper to taste,"""02047""","salt, table"
15.0,1/2 teaspoon dried red pepper flakes,"""02031""","spices, pepper, red or cayenne"
16.0,Fresh Vegetable Salad recipe follows:,"""11156""","chives, raw"
17.0,2 cups Napa cabbage washed and julienned,"""11114""","cabbage, savoy, raw"
18.0,1 small red pepper julienned thin,"""11821""","peppers, sweet, red, raw"
19.0,1 small yellow pepper julienned thin,"""11951""","peppers, sweet, yellow, raw"
20.0,1 small red onion julienned thin,"""11282""","onions, raw"
21.0,1 cup snap peas julienned thin,"""11300""","peas, edible-podded, raw"
22.0,2 tablespoons finely chopped fresh cilantro leaves,"""11165""","coriander (cilantro) leaves, raw"
23.0,Juice of 1 orange,"""42270""","beverages, orange juice drink"
24.0,2 tablespoons rice wine vinegar,"""02068""","vinegar, red wine"
25.0,2 tablespoons peanut oil,"""44005""","oil, corn, peanut, and olive"
26.0,1 tablespoon red wine vinegar,"""02068""","vinegar, red wine"
27.0,Kosher salt and freshly ground black pepper to taste,"""02047""","salt, table"
28.0,1/2 cup canola oil,"""04582""","oil, canola"
29.0,2 tablespoons plus 1 teaspoon finely chopped fresh garlic salt made a paste,"""02020""","spices, garlic powder"
30.0,2 tablespoons plus 1 teaspoon finely chopped fresh thyme leaves,"""02049""","thyme, fresh"
31.0,2 tablespoons grated lemon zest,"""09156""","lemon peel, raw"
32.0,1 tablespoon chopped onion,"""11282""","onions, raw"
33.0,Pinch crushed red pepper flakes,"""02031""","spices, pepper, red or cayenne"
34.0,1 (3-pound) whole chicken butterflied,"""05057""","chicken, broilers or fryers, breast, meat and skin, raw"
35.0,Salt and freshly ground black pepper,"""02030""","spices, pepper, black"
36.0,4 lemons,"""09150""","lemons, raw, without peel"
37.0,1 1/2 cups whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
38.0,1/3 cup sugar,"""19335""","sugars, granulated"
39.0,2 tablespoons all purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
40.0,1 teaspoon cornstarch,"""20027""",cornstarch
41.0,5 large egg yolks,"""01125""","egg, yolk, raw, fresh"
42.0,1 tablespoon fresh lemon juice,"""09152""","lemon juice, raw"
43.0,1 tablespoon unsalted butter room temperature,"""01145""","butter, without salt"
44.0,1/2 teaspoon vanilla extract,"""02050""",vanilla extract
45.0,1/2 cup mascarpone cheese,"""01017""","cheese, cream"
46.0,3 navel oranges peel and white pith removed,"""09203""","oranges, raw, florida"
47.0,6 teaspoons powdered sugar,"""19336""","sugars, powdered"
48.0,2 tablespoons cornstarch,"""20027""",cornstarch
49.0,1/2 cup light brown sugar,"""19334""","sugars, brown"
50.0,1 pinch salt,"""02047""","salt, table"
51.0,1 cup milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
52.0,1 cup half-and-half,"""01049""","cream, fluid, half and half"
53.0,2 teaspoons vanilla extract,"""02050""",vanilla extract
54.0,1 tablespoon butter,"""01001""","butter, salted"
55.0,1/2 teaspoon ground cinnamon,"""02010""","spices, cinnamon, ground"
56.0,1 dash cayenne pepper,"""02031""","spices, pepper, red or cayenne"
57.0,4 tablespoons olive oil,"""04053""","oil, olive, salad or cooking"
58.0,1 onion peeled and diced,"""11282""","onions, raw"
59.0,1 each red and Yellow bell pepper seeded and diced,"""11951""","peppers, sweet, yellow, raw"
60.0,1 small eggplant; peeled seeded and diced,"""11209""","eggplant, raw"
61.0,1 zucchini peeled seeded and diced,"""11477""","squash, summer, zucchini, includes skin, raw"
62.0,1 yellow squash peeled seeded and diced,"""11485""","squash, winter, butternut, raw"
63.0,2 tablespoons diced shallot,"""11677""","shallots, raw"
64.0,2 tablespoons diced garlic,"""11215""","garlic, raw"
65.0,1 tablespoon fresh thyme leaves,"""02049""","thyme, fresh"
66.0,Salt and pepper to taste,"""02047""","salt, table"
67.0,1 cup diced plum tomatoes seeded,"""11529""","tomatoes, red, ripe, raw, year round average"
68.0,1 cup mixed country olives remove the pits,"""09194""","olives, ripe, canned (jumbo-super colossal)"
69.0,1/ 4 cup capers,"""02054""","capers, canned"
70.0,2 filets of anchovy rinsed and patted dry,"""15001""","fish, anchovy, european, raw"
71.0,2 cloves of garlic peeled,"""11215""","garlic, raw"
72.0,1/3 cup olive oil,"""11477""","squash, summer, zucchini, includes skin, raw"
73.0,1 cup olive oil,"""11477""","squash, summer, zucchini, includes skin, raw"
74.0,1 medium red onion peeled and finely diced,"""11282""","onions, raw"
75.0,Kosher salt and freshly ground pepper to taste,"""02047""","salt, table"
76.0,4 cloves garlic peeled and chopped,"""11215""","garlic, raw"
77.0,Small pinch of oregano thyme and bay leaf,"""02027""","spices, oregano, dried"
78.0,16-ounce can italian plum tomatoes seeds removed,"""11529""","tomatoes, red, ripe, raw, year round average"
79.0,4 seven-ounces center cut swordfish steaks,"""15110""","fish, swordfish, raw"
80.0,Herb oil (a blend of a few fresh sprigs thyme rosemary and parsley with 2 cloves of minced garlic Chile pepper and 1/2 cup olive oil),"""04053""","oil, olive, salad or cooking"
81.0,Salt and pepper,"""02047""","salt, table"
0.0,3 cups mochiko* (sweet rice flour; 1 lb),"""20061""","rice flour, white, unenriched"
1.0,2 1/2 cups sugar,"""19335""","sugars, granulated"
2.0,2 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
3.0,1/4 teaspoon salt,"""02047""","salt, table"
4.0,2 (14-oz) cans unsweetened coconut milk (not low-fat),"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
5.0,5 large eggs,"""01123""","egg, whole, raw, fresh"
6.0,1/2 stick (1/4 cup) unsalted butter melted and cooled,"""01145""","butter, without salt"
7.0,1 teaspoon vanilla,"""02050""",vanilla extract
8.0,2 branches fresh thyme,"""02049""","thyme, fresh"
9.0,2 sprigs fresh rosemary,"""02063""","rosemary, fresh"
10.0,1/4 cup olive oil,"""04053""","oil, olive, salad or cooking"
11.0,4 cloves garlic coarsely chopped,"""11215""","garlic, raw"
12.0,2 large red onions diced,"""11282""","onions, raw"
13.0,Salt and freshly ground pepper,"""02030""","spices, pepper, black"
14.0,2 tablespoons butter,"""01001""","butter, salted"
15.0,1 pound orzo cooked al dente,"""20420""","pasta, dry, unenriched"
16.0,3 fresh plum tomatoes quartered,"""11529""","tomatoes, red, ripe, raw, year round average"
17.0,1 1/2 cups Nicoise olives pitted,"""09194""","olives, ripe, canned (jumbo-super colossal)"
18.0,4 cloves garlic peeled,"""11215""","garlic, raw"
19.0,3 anchovy fillets,"""15001""","fish, anchovy, european, raw"
20.0,1 tablespoon fresh lemon juice,"""09152""","lemon juice, raw"
21.0,2 tablespoons pine nuts,"""12147""","nuts, pine nuts, dried"
22.0,1/4 cup olive oil,"""04053""","oil, olive, salad or cooking"
23.0,Salt and pepper,"""02047""","salt, table"
24.0,4 salmon fillets 6 ounces each,"""15238""","fish, salmon, coho, farmed, raw"
25.0,Salt and pepper,"""02047""","salt, table"
26.0,Black Olive Tapenade recipe above,"""09194""","olives, ripe, canned (jumbo-super colossal)"
27.0,1/4 cup pure olive oil,"""04053""","oil, olive, salad or cooking"
28.0,Chopped fresh parsley,"""11297""","parsley, fresh"
29.0,1 1/2 cups flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
30.0,3 tablespoons sugar,"""19335""","sugars, granulated"
31.0,1/4 teaspoon salt,"""02047""","salt, table"
32.0,1 stick (1/2 cup) butter,"""01001""","butter, salted"
33.0,1 large egg,"""01123""","egg, whole, raw, fresh"
34.0,2 to 3 tablespoons ice water if necessary,"""14411""","beverages, water, tap, drinking"
35.0,1/2 cup water,"""14411""","beverages, water, tap, drinking"
36.0,1/2 cup sugar,"""19335""","sugars, granulated"
37.0,1/4 teaspoon salt,"""02047""","salt, table"
38.0,1/2 cup lemon juice,"""09152""","lemon juice, raw"
39.0,2 tablespoons grated lemon zest,"""09156""","lemon peel, raw"
40.0,1/4 cup cornstarch,"""20027""",cornstarch
41.0,6 egg yolks,"""01125""","egg, yolk, raw, fresh"
42.0,1 tablespoon butter,"""01001""","butter, salted"
43.0,2/3 cup egg whites at room temperature,"""01124""","egg, white, raw, fresh"
